Order_ID,Date,Month,City,Region,Category,Product_Name,Customer_Segment,Payment_Method,Quantity,Unit_Price,Revenue,Discount_%,Discount_Amount,Final_Revenue,COGS,Operating_Expenses,Gross_Profit,Net_Profit,Profit_Margin_%,Is_Returned
ORD-10765,2024-01-05,January 2024,Hyderabad,South,Sports,Swimming Goggles,Regular,Credit Card,1,1239.45,1239.45,15,185.92,1053.53,688.2,87.86,551.25,463.39,37.39,No
ORD-10324,2024-03-21,March 2024,Delhi,North,Clothing,Sports Jacket,Premium,UPI,1,5105.71,5105.71,10,510.57,4595.14,2373.58,495.59,2732.13,2236.54,43.8,No
ORD-10844,2024-02-21,February 2024,Delhi,North,Grocery,Basmati Rice 5kg,Premium,Credit Card,3,534.8,1604.4,10,160.44,1443.96,1109.83,188.25,494.57,306.32,19.09,No
ORD-10710,2024-01-19,January 2024,Delhi,North,Clothing,Women Kurti,Regular,EMI,2,1636.48,3272.96,10,327.3,2945.66,1713,210.47,1559.96,1349.49,41.23,No
ORD-11080,2024-02-28,February 2024,Delhi,North,Electronics,Canon Camera,Regular,Cash,4,74644.54,298578.16,5,14928.91,283649.25,204256.47,32443.03,94321.69,61878.66,20.72,No
ORD-10200,2024-01-20,January 2024,Hyderabad,South,Grocery,Cornflakes 1kg,Regular,Cash,1,311.05,311.05,0,0,311.05,202.44,23.39,108.61,85.22,27.4,No
ORD-10991,2024-02-20,February 2024,Delhi,North,Home & Kitchen,Pressure Cooker,Regular,UPI,1,16635.91,16635.91,0,0,16635.91,9436,1189.91,7199.91,6010,36.13,No
ORD-10986,2024-03-13,March 2024,Hyderabad,South,Sports,Cricket Bat SG,Premium,UPI,1,5106.63,5106.63,0,0,5106.63,2773.24,577.42,2333.39,1755.97,34.39,No
ORD-10805,2024-01-23,January 2024,Chennai,South,Clothing,Men Formal Shirt,Loyal,Cash,1,3351.6,3351.6,5,167.58,3184.02,1820.83,274.16,1530.77,1256.61,37.49,No
ORD-10431,2024-02-20,February 2024,Delhi,North,Electronics,PS5 Controller,Regular,Debit Card,2,45219.58,90439.16,0,0,90439.16,69391.27,8868.16,21047.89,12179.73,13.47,Yes
ORD-10248,2024-02-09,February 2024,Mumbai,West,Clothing,Sports Jacket,Regular,Cash,5,3532,17660,15,2649,15011,9650,1059,8010,6951,39.36,No
ORD-10792,2024-02-26,February 2024,Delhi,North,Grocery,Cornflakes 1kg,Regular,EMI,1,1223.33,1223.33,10,122.33,1101,824.96,84.07,398.37,314.3,25.69,No
ORD-10329,2024-01-26,January 2024,Chennai,South,Home & Kitchen,Mixer Grinder,New,EMI,2,22831.42,45662.84,0,0,45662.84,28071.84,4696.77,17591,12894.23,28.24,No
ORD-10653,2024-02-26,February 2024,Mumbai,West,Grocery,Almonds 500g,Regular,Credit Card,1,2077.29,2077.29,0,0,2077.29,1324.73,215.53,752.56,537.03,25.85,No
ORD-10204,2024-02-12,February 2024,Chennai,South,Home & Kitchen,Curtains Set,Regular,EMI,1,11285.46,11285.46,0,0,11285.46,7136.4,1078.58,4149.06,3070.48,27.21,Yes
ORD-11030,2024-01-05,January 2024,Hyderabad,South,Electronics,Canon Camera,Loyal,EMI,1,44115.57,44115.57,20,8823.11,35292.46,34240.99,4820.17,9874.58,5054.41,11.46,No
ORD-10206,2024-02-05,February 2024,Hyderabad,South,Grocery,Amul Butter 500g,Regular,EMI,1,2333.56,2333.56,10,233.36,2100.2,1679.52,146.07,654.04,507.97,21.77,Yes
ORD-10829,2024-01-23,January 2024,Chennai,South,Sports,Dumbbells Set,New,Debit Card,1,8324.34,8324.34,10,832.43,7491.91,5006.35,817.44,3317.99,2500.55,30.04,Yes
ORD-11127,2024-01-01,January 2024,Chennai,South,Electronics,PS5 Controller,Premium,EMI,1,65801.72,65801.72,0,0,65801.72,46222.54,6184.05,19579.18,13395.13,20.36,No
ORD-11093,2024-01-18,January 2024,Hyderabad,South,Electronics,Boat Earbuds,Regular,Credit Card,5,52913.86,264569.3,0,0,264569.3,188474.84,17392.19,76094.46,58702.27,22.19,Yes
ORD-10376,2024-03-14,March 2024,Bangalore,South,Clothing,Sports Jacket,Regular,UPI,1,4141.79,4141.79,10,414.18,3727.61,2135.53,460.12,2006.26,1546.14,37.33,No
ORD-10015,2024-03-16,March 2024,Chennai,South,Clothing,Sports Jacket,Loyal,Credit Card,2,354.38,708.76,0,0,708.76,303.1,38.78,405.66,366.88,51.76,No
ORD-10135,2024-02-15,February 2024,Chennai,South,Home & Kitchen,Wall Clock,New,Debit Card,3,16167,48501,10,4850.1,43650.9,26953.74,4703.77,21547.26,16843.49,34.73,No
ORD-10988,2024-02-21,February 2024,Hyderabad,South,Clothing,Winter Coat,Loyal,Credit Card,2,5869.69,11739.38,15,1760.91,9978.47,5666.98,916.62,6072.4,5155.78,43.92,No
ORD-10990,2024-03-30,March 2024,Chennai,South,Clothing,Kids Jeans,New,Cash,1,1299.29,1299.29,0,0,1299.29,707.84,153.22,591.45,438.23,33.73,No
ORD-10716,2024-01-21,January 2024,Delhi,North,Home & Kitchen,Wall Clock,New,Cash,3,19396.12,58188.36,10,5818.84,52369.52,34031.92,5797.83,24156.44,18358.61,31.55,Yes
ORD-10847,2024-02-15,February 2024,Hyderabad,South,Electronics,iPhone 15,Regular,Credit Card,1,16932.05,16932.05,0,0,16932.05,12852.94,1270.62,4079.11,2808.49,16.59,No
ORD-10377,2024-02-15,February 2024,Delhi,North,Electronics,iPhone 15,Loyal,EMI,2,78375.61,156751.22,10,15675.12,141076.1,116990.08,14572.83,39761.14,25188.31,16.07,No
ORD-10763,2024-01-18,January 2024,Chennai,South,Grocery,Tata Salt 1kg,New,UPI,1,1085.67,1085.67,15,162.85,922.82,713.64,62.89,372.03,309.14,28.47,No
ORD-10154,2024-03-19,March 2024,Bangalore,South,Clothing,Ethnic Saree,Premium,EMI,2,7927.73,15855.46,10,1585.55,14269.91,7276.08,1166.11,8579.38,7413.27,46.76,No
ORD-10446,2024-03-01,March 2024,Hyderabad,South,Home & Kitchen,Water Purifier,New,EMI,2,2445.42,4890.84,10,489.08,4401.76,2809.65,431.93,2081.19,1649.26,33.72,No
ORD-10857,2024-01-31,January 2024,Chennai,South,Home & Kitchen,Water Purifier,New,Cash,1,24420.56,24420.56,10,2442.06,21978.5,15216.12,1607.07,9204.44,7597.37,31.11,No
ORD-10790,2024-01-13,January 2024,Chennai,South,Clothing,Men Formal Shirt,Regular,Credit Card,1,4944.96,4944.96,10,494.5,4450.46,2090.2,533.36,2854.76,2321.4,46.94,No
ORD-11181,2024-01-24,January 2024,Bangalore,South,Clothing,Denim Jeans,New,EMI,1,7590.27,7590.27,15,1138.54,6451.73,3510.93,902.45,4079.34,3176.89,41.85,No
ORD-10827,2024-02-18,February 2024,Delhi,North,Grocery,Olive Oil 1L,Regular,Cash,5,2383.32,11916.6,15,1787.49,10129.11,8075.68,607.82,3840.92,3233.1,27.13,No
ORD-10928,2024-03-13,March 2024,Delhi,North,Sports,Football Nike,New,Cash,1,11736.14,11736.14,0,0,11736.14,6691.6,700.29,5044.54,4344.25,37.02,No
ORD-10868,2024-03-03,March 2024,Delhi,North,Home & Kitchen,Bed Sheet Set,Premium,UPI,1,1606.82,1606.82,0,0,1606.82,993.02,113.03,613.8,500.77,31.17,No
ORD-10691,2024-03-26,March 2024,Hyderabad,South,Clothing,Winter Coat,Loyal,Credit Card,2,4823.28,9646.56,0,0,9646.56,4910.38,668.32,4736.18,4067.86,42.17,No
ORD-10963,2024-02-17,February 2024,Chennai,South,Sports,Badminton Kit,Regular,UPI,1,7292.81,7292.81,10,729.28,6563.53,3935.36,745.86,3357.45,2611.59,35.81,No
ORD-10799,2024-03-24,March 2024,Delhi,North,Home & Kitchen,Non-Stick Pan,Regular,UPI,2,13958.81,291875.0603,5,1395.88,26521.74,16729.92,2443.77,11187.7,8743.93,31.32,No
ORD-10192,2024-01-23,January 2024,Mumbai,West,Electronics,Laptop HP Pavilion,Regular,Debit Card,2,22000.41,44000.82,20,8800.16,35200.66,31031.22,3291.74,12969.6,9677.86,21.99,No
ORD-11014,2024-03-17,March 2024,Bangalore,South,Grocery,Cornflakes 1kg,Premium,Cash,2,1594.18,3188.36,5,159.42,3028.94,2195.77,300.72,992.59,691.87,21.7,No
ORD-10138,2024-03-04,March 2024,Chennai,South,Home & Kitchen,Bed Sheet Set,New,Cash,1,6913.53,6913.53,20,1382.71,5530.82,4110.97,827.86,2802.56,1974.7,28.56,No
ORD-10770,2024-02-21,February 2024,Chennai,South,Home & Kitchen,Air Purifier,New,EMI,1,3188.45,3188.45,10,318.85,2869.6,1760.39,194.14,1428.06,1233.92,38.7,No
ORD-10001,2024-03-22,March 2024,Mumbai,West,Electronics,Boat Earbuds,Regular,EMI,1,22326.02,22326.02,0,0,22326.02,15410.52,2273.83,6915.5,4641.67,20.79,No
ORD-10766,2024-02-15,February 2024,Mumbai,West,Electronics,PS5 Controller,Loyal,Credit Card,1,42839.83,42839.83,0,0,42839.83,31334.42,2602.94,11505.41,8902.47,20.78,No
ORD-10883,2024-01-07,January 2024,Delhi,North,Sports,Dumbbells Set,Regular,UPI,5,8605.92,43029.6,0,0,43029.6,22219.12,4847.44,20810.48,15963.04,37.1,Yes
ORD-11008,2024-02-23,February 2024,Delhi,North,Grocery,Protein Powder,Regular,UPI,3,1182.98,3548.94,0,0,3548.94,2425.65,201.58,1123.29,921.71,25.97,No
ORD-10150,2024-02-28,February 2024,Delhi,North,Clothing,Casual T-Shirt,Regular,Debit Card,1,673.72,673.72,0,0,673.72,335.3,73.44,338.42,264.98,39.33,No
ORD-10022,2024-01-09,January 2024,Chennai,South,Electronics,OnePlus Nord,New,Credit Card,4,35513.37,142053.48,0,0,142053.48,104688.8,12859.3,37364.68,24505.38,17.25,No
ORD-10887,2024-03-01,March 2024,Hyderabad,South,Grocery,Protein Powder,Regular,Debit Card,5,1685.46,8427.3,10,842.73,7584.57,5640.36,815.25,2786.94,1971.69,23.4,No
ORD-10088,2024-03-12,March 2024,Bangalore,South,Sports,Football Nike,Regular,Debit Card,2,9855.72,19711.44,0,0,19711.44,10953.89,1952.92,8757.55,6804.63,34.52,No
ORD-10554,2024-02-24,February 2024,Delhi,North,Electronics,Kindle Paperwhite,Regular,Credit Card,1,79943.81,79943.81,5,3997.19,75946.62,54464.01,7769.83,25479.8,17709.97,22.15,No
ORD-10268,2024-01-10,January 2024,Delhi,North,Grocery,Cornflakes 1kg,Premium,Cash,4,461.32,1845.28,0,0,1845.28,1160.45,183.84,684.83,500.99,27.15,No
ORD-10080,2024-03-20,March 2024,Delhi,North,Home & Kitchen,Air Purifier,Loyal,Debit Card,2,6188.62,12377.24,10,1237.72,11139.52,7376.3,1196.62,5000.94,3804.32,30.74,No
ORD-10411,2024-01-28,January 2024,Chennai,South,Electronics,iPhone 15,Premium,UPI,2,62189.27,124378.54,15,18656.78,105721.76,86933.89,10800.22,37444.65,26644.43,21.42,No
ORD-10319,2024-01-22,January 2024,Hyderabad,South,Clothing,Ethnic Saree,Regular,Debit Card,2,1122.71,2245.42,10,224.54,2020.88,997.82,258.48,1247.6,989.12,44.05,No
ORD-10984,2024-03-09,March 2024,Chennai,South,Clothing,Ethnic Saree,Premium,EMI,3,2970.64,8911.92,10,891.19,8020.73,4665.53,575.01,4246.39,3671.38,41.2,No
ORD-10621,2024-01-14,January 2024,Chennai,South,Electronics,iPhone 15,New,Cash,1,15864.84,15864.84,10,1586.48,14278.36,11113.93,1194.86,4750.91,3556.05,22.41,No
ORD-10024,2024-01-02,January 2024,Hyderabad,South,Sports,Yoga Mat,Loyal,Credit Card,1,1469.61,1469.61,0,0,1469.61,781.57,169.49,688.04,518.55,35.28,No
ORD-10375,2024-03-09,March 2024,Mumbai,West,Grocery,Olive Oil 1L,Loyal,EMI,1,753.86,753.86,5,37.69,716.17,523.84,55.74,230.02,174.28,23.12,No
ORD-11108,2024-01-23,January 2024,Chennai,South,Clothing,Denim Jeans,New,Credit Card,1,532.66,532.66,0,0,532.66,260.94,62.35,271.72,209.37,39.31,No
ORD-11176,2024-03-11,March 2024,Mumbai,West,Electronics,OnePlus Nord,Premium,Credit Card,1,50942.5,50942.5,0,0,50942.5,37609.52,2572.63,13332.98,10760.35,21.12,No
ORD-11112,2024-02-06,February 2024,Bangalore,South,Clothing,Denim Jeans,Regular,Debit Card,1,6178.89,6178.89,0,0,6178.89,3098.24,483.79,3080.65,2596.86,42.03,No
ORD-10958,2024-03-13,March 2024,Delhi,North,Electronics,Kindle Paperwhite,New,Cash,1,22917.98,22917.98,5,1145.9,21772.08,16358.55,1387.52,6559.43,5171.91,22.57,No
ORD-10395,2024-03-21,March 2024,Delhi,North,Sports,Badminton Kit,Regular,Credit Card,2,4556.28,9112.56,0,0,9112.56,5440.72,719.01,3671.84,2952.83,32.4,No
ORD-10503,2024-02-24,February 2024,Bangalore,South,Home & Kitchen,Curtains Set,New,UPI,2,3459.66,6919.32,5,345.97,6573.35,4183.34,501.73,2735.98,2234.25,32.29,No
ORD-10402,2024-03-01,March 2024,Chennai,South,Clothing,Casual T-Shirt,Loyal,Cash,1,6234.91,6234.91,20,1246.98,4987.93,3023.87,611.12,3211.04,2599.92,41.7,No
ORD-11183,2024-02-18,February 2024,Chennai,South,Clothing,Women Kurti,Regular,Cash,1,711.29,711.29,0,0,711.29,316.38,56.63,394.91,338.28,47.56,No
ORD-11081,2024-03-31,March 2024,Hyderabad,South,Grocery,Olive Oil 1L,Regular,Cash,1,1330.96,1330.96,10,133.1,1197.86,922.59,155.96,408.37,252.41,18.96,No
ORD-10859,2024-03-16,March 2024,Chennai,South,Sports,Cycling Helmet,Regular,EMI,1,11503.12,11503.12,0,0,11503.12,6378.28,699.16,5124.84,4425.68,38.47,No
ORD-10664,2024-03-20,March 2024,Chennai,South,Electronics,Canon Camera,Regular,EMI,2,56026.48,112052.96,0,0,112052.96,76487.04,9659.51,35565.92,25906.41,23.12,No
ORD-10188,2024-03-04,March 2024,Chennai,South,Grocery,Protein Powder,Regular,Debit Card,1,1920.23,20075.75313,10,192.02,1728.21,1329.48,195.42,590.75,395.33,20.59,No
ORD-10099,2024-01-20,January 2024,Hyderabad,South,Electronics,iPhone 15,Premium,UPI,1,71037.07,71037.07,5,3551.85,67485.22,48991.17,7225.59,22045.9,14820.31,20.86,No
ORD-10964,2024-02-10,February 2024,Hyderabad,South,Clothing,Kids Jeans,New,UPI,5,3922.27,19611.35,5,980.57,18630.78,8251.05,1943.53,11360.3,9416.77,48.02,No
ORD-11137,2024-01-20,January 2024,Delhi,North,Grocery,Amul Butter 500g,Regular,Debit Card,4,939.2,3756.8,0,0,3756.8,2548.41,405.65,1208.39,802.74,21.37,No
ORD-10873,2024-02-13,February 2024,Chennai,South,Electronics,PS5 Controller,Loyal,Credit Card,2,68012.63,136025.26,5,6801.26,129224,103277.53,10105.3,32747.73,22642.43,16.65,No
ORD-10779,2024-02-13,February 2024,Bangalore,South,Home & Kitchen,Mixer Grinder,Loyal,Cash,1,13572.16,13572.16,10,1357.22,12214.94,7638.18,1075.93,5933.98,4858.05,35.79,No
ORD-10622,2024-01-13,January 2024,Delhi,North,Grocery,Cornflakes 1kg,Regular,Credit Card,1,2056.94,2056.94,10,205.69,1851.25,1316.83,242.46,740.11,497.65,24.19,No
ORD-10459,2024-03-02,March 2024,Chennai,South,Clothing,Sports Jacket,Regular,Cash,1,2918.23,2918.23,15,437.73,2480.5,1557.18,209.31,1361.05,1151.74,39.47,No
ORD-10846,2024-03-21,March 2024,Mumbai,West,Home & Kitchen,Air Purifier,New,EMI,5,22291.52,111457.6,5,5572.88,105884.72,64122.27,8770.22,47335.33,38565.11,34.6,Yes
ORD-10742,2024-02-15,February 2024,Hyderabad,South,Clothing,Men Formal Shirt,New,UPI,2,1202.69,2405.38,0,0,2405.38,1116.1,193.31,1289.28,1095.97,45.56,No
ORD-10738,2024-01-23,January 2024,Hyderabad,South,Home & Kitchen,Wall Clock,Regular,EMI,2,24617.54,49235.08,0,0,49235.08,31256.98,5877.41,17978.1,12100.69,24.58,No
ORD-10773,2024-03-16,March 2024,Delhi,North,Clothing,Women Kurti,Regular,Debit Card,1,1317.81,1317.81,0,0,1317.81,723.15,151.6,594.66,443.06,33.62,No
ORD-11122,2024-03-02,March 2024,Mumbai,West,Electronics,OnePlus Nord,Regular,Credit Card,1,5156.59,5156.59,5,257.83,4898.76,3549.59,508.2,1607,1098.8,21.31,No
ORD-10531,2024-03-05,March 2024,Bangalore,South,Grocery,Honey 1kg,New,UPI,5,2245.14,11225.7,10,1122.57,10103.13,7806.53,1342.42,3419.17,2076.75,18.5,Yes
ORD-10944,2024-02-14,February 2024,Hyderabad,South,Sports,Dumbbells Set,New,Debit Card,3,13217.19,39651.57,0,0,39651.57,23989.39,3836.62,15662.18,11825.56,29.82,No
ORD-11190,2024-02-14,February 2024,Bangalore,South,Clothing,Denim Jeans,Loyal,Cash,1,5502.65,5502.65,0,0,5502.65,2998.84,308.43,2503.81,2195.38,39.9,No
ORD-10435,2024-01-04,January 2024,Chennai,South,Sports,Badminton Kit,Regular,Credit Card,2,9241.83,18483.66,10,1848.37,16635.29,10564.58,1222.95,7919.08,6696.13,36.23,No
ORD-11019,2024-01-17,January 2024,Bangalore,South,Electronics,"Samsung TV 43""",New,UPI,1,19181.6,200541.1155,20,3836.32,15345.28,13513.53,1769.07,5668.07,3899,20.33,No
ORD-10603,2024-03-06,March 2024,Delhi,North,Home & Kitchen,Water Purifier,New,Debit Card,1,22192.62,22192.62,5,1109.63,21082.99,13455.51,1766.86,8737.11,6970.25,31.41,No
ORD-10161,2024-02-14,February 2024,Delhi,North,Grocery,Tata Salt 1kg,New,Cash,2,754.69,1509.38,0,0,1509.38,988.1,122.21,521.28,399.07,26.44,No
ORD-10454,2024-02-13,February 2024,Hyderabad,South,Sports,Cricket Bat SG,Loyal,Debit Card,1,12547.82,12547.82,10,1254.78,11293.04,7529.43,1437.47,5018.39,3580.92,28.54,No
ORD-10598,2024-01-10,January 2024,Delhi,North,Home & Kitchen,Bed Sheet Set,Regular,Debit Card,1,22240.51,22240.51,15,3336.08,18904.43,13747.55,2171.67,8492.96,6321.29,28.42,No
ORD-10704,2024-03-17,March 2024,Hyderabad,South,Electronics,Laptop HP Pavilion,New,Debit Card,1,22911.03,22911.03,20,4582.21,18328.82,16322.63,2157.33,6588.4,4431.07,19.34,No
ORD-10820,2024-02-20,February 2024,Hyderabad,South,Clothing,Ethnic Saree,Regular,Debit Card,1,2830.48,2830.48,5,141.52,2688.96,1555.45,237.88,1275.03,1037.15,36.64,No
ORD-10522,2024-01-29,January 2024,Bangalore,South,Grocery,Protein Powder,Premium,Debit Card,1,1283.74,1283.74,5,64.19,1219.55,802.91,97.69,480.83,383.14,29.85,No
ORD-10571,2024-02-29,February 2024,Bangalore,South,Sports,Treadmill,Regular,Debit Card,2,14045.68,28091.36,0,0,28091.36,14247.54,1799.12,13843.82,12044.7,42.88,No
ORD-11163,2024-02-05,February 2024,Chennai,South,Grocery,Cornflakes 1kg,Loyal,EMI,4,1760.91,7043.64,0,0,7043.64,5047.1,737.55,1996.54,1258.99,17.87,No
ORD-10211,2024-03-27,March 2024,Chennai,South,Sports,Dumbbells Set,Regular,Credit Card,1,5436.52,5436.52,15,815.48,4621.04,2786.47,430.13,2650.05,2219.92,40.83,No
ORD-10877,2024-02-01,February 2024,Hyderabad,South,Home & Kitchen,Non-Stick Pan,Regular,Cash,1,24189.22,24189.22,0,0,24189.22,13936.04,1720.86,10253.18,8532.32,35.27,No
ORD-10408,2024-01-17,January 2024,Delhi,North,Electronics,OnePlus Nord,New,Debit Card,1,10885.58,10885.58,5,544.28,10341.3,7436.83,1033.29,3448.75,2415.46,22.19,No
ORD-10736,2024-03-17,March 2024,Bangalore,South,Clothing,Men Formal Shirt,Premium,EMI,1,4910.98,4910.98,10,491.1,4419.88,2694.87,287.99,2216.11,1928.12,39.26,No
ORD-10209,2024-03-09,March 2024,Chennai,South,Electronics,iPhone 15,Premium,Credit Card,2,65823.19,131646.38,5,6582.32,125064.06,94193.1,12544.58,37453.28,24908.7,18.92,No
ORD-10107,2024-01-23,January 2024,Delhi,North,Home & Kitchen,Mixer Grinder,Premium,Credit Card,3,12756.43,38269.29,5,1913.46,36355.83,24133.38,2106.54,14135.91,12029.37,31.43,No
ORD-10163,2024-02-12,February 2024,Hyderabad,South,Electronics,Laptop HP Pavilion,Premium,Debit Card,2,2430.06,4860.12,0,0,4860.12,3756.44,381.44,1103.68,722.24,14.86,Yes
ORD-10153,2024-03-06,March 2024,Hyderabad,South,Sports,Cricket Bat SG,Regular,Unkown,1,1061.43,1061.43,15,159.21,902.22,573.13,88.27,488.3,400.03,37.69,No
ORD-10368,2024-01-11,January 2024,Chennai,South,Electronics,PS5 Controller,Regular,EMI,1,79246.85,79246.85,10,7924.69,71322.16,59087.84,5551.47,20159.01,14607.54,18.43,No
ORD-10063,2024-02-07,February 2024,Mumbai,West,Clothing,Winter Coat,New,Cash,2,5743.27,11486.54,5,574.33,10912.21,5502.33,1127.02,5984.21,4857.19,42.29,No
ORD-11194,2024-02-20,February 2024,Delhi,North,Sports,Cycling Helmet,Regular,Unkown,2,11347.46,22694.92,10,2269.49,20425.43,14038.04,1493.49,8656.88,7163.39,31.56,No
ORD-10898,2024-02-15,February 2024,Bangalore,South,Sports,Dumbbells Set,Regular,EMI,1,12103.3,12103.3,10,1210.33,10892.97,6960.08,1345.63,5143.22,3797.59,31.38,No
ORD-10239,2024-01-11,January 2024,Bangalore,South,Electronics,OnePlus Nord,Regular,Credit Card,1,82868.01,82868.01,0,0,82868.01,59057.96,7545.18,23810.05,16264.87,19.63,Yes
ORD-10294,2024-03-28,March 2024,Chennai,South,Home & Kitchen,Curtains Set,Regular,UPI,3,12929.21,38787.63,5,1939.38,36848.25,24593.83,4319.18,14193.8,9874.62,25.46,No
ORD-11017,2024-01-11,January 2024,Chennai,South,Sports,Treadmill,New,Debit Card,1,14204.14,14204.14,20,2840.83,11363.31,7528.09,1276.26,6676.05,5399.79,38.02,No
ORD-10008,2024-03-23,March 2024,Hyderabad,South,Clothing,Winter Coat,Loyal,Debit Card,2,1374.29,2748.58,0,0,2748.58,1346.99,281.15,1401.59,1120.44,40.76,No
ORD-11133,2024-02-22,February 2024,Bangalore,South,Grocery,Olive Oil 1L,Premium,EMI,1,1012.43,1012.43,0,0,1012.43,682.66,82.68,329.77,247.09,24.41,No
